diagram_id,vertex_id,input_type,input_phase,input_degree,n_runs,presence_count,presence_rate,ambiguity_score,is_ambiguous
toy_larger_clifford_heavy,59,Z,1/4,2,30,0,0.0,0.0,False
toy_larger_clifford_heavy,60,Z,1/4,2,30,0,0.0,0.0,False
toy_larger_clifford_heavy,61,Z,1/4,2,30,23,0.7667,0.7156,True
toy_larger_clifford_heavy,62,X,0,3,30,8,0.2667,0.7822,True
toy_larger_clifford_heavy,63,Z,0,3,30,0,0.0,0.0,False
toy_larger_clifford_heavy,64,Z,1/4,2,30,0,0.0,0.0,False
toy_larger_clifford_heavy,65,X,0,3,30,0,0.0,0.0,False
toy_larger_clifford_heavy,66,Z,0,3,30,0,0.0,0.0,False
toy_larger_clifford_heavy,67,Z,1/2,2,30,0,0.0,0.0,False
toy_larger_clifford_heavy,68,X,0,3,30,1,0.0333,0.1289,False
toy_larger_clifford_heavy,69,Z,0,3,30,0,0.0,0.0,False
toy_larger_clifford_heavy,70,Z,1/2,2,30,6,0.2,0.64,True
toy_larger_clifford_heavy,71,Z,1/2,2,30,0,0.0,0.0,False
toy_larger_clifford_heavy,72,X,0,3,30,0,0.0,0.0,False
toy_larger_clifford_heavy,73,Z,0,3,30,0,0.0,0.0,False
toy_larger_clifford_heavy,74,Z,1/2,2,30,0,0.0,0.0,False
toy_larger_clifford_heavy,75,X,0,3,30,1,0.0333,0.1289,False
toy_larger_clifford_heavy,76,Z,0,3,30,16,0.5333,0.9956,True
toy_larger_clifford_heavy,77,X,1/2,2,30,0,0.0,0.0,False
toy_larger_clifford_heavy,78,Z,1/4,2,30,0,0.0,0.0,False
toy_larger_clifford_heavy,79,X,0,3,30,18,0.6,0.96,True
toy_larger_clifford_heavy,80,Z,0,3,30,0,0.0,0.0,False
toy_larger_clifford_heavy,81,Z,1/2,2,30,15,0.5,1.0,True
toy_larger_clifford_heavy,82,X,1/2,2,30,0,0.0,0.0,False
toy_larger_clifford_heavy,83,X,1/2,2,30,0,0.0,0.0,False
toy_larger_clifford_heavy,84,Z,1/2,2,30,3,0.1,0.36,True
toy_larger_clifford_heavy,85,X,1/2,2,30,23,0.7667,0.7156,True
toy_larger_clifford_heavy,86,B,0,1,30,30,1.0,0.0,False
toy_larger_clifford_heavy,87,B,0,1,30,30,1.0,0.0,False
toy_larger_clifford_heavy,88,B,0,1,30,30,1.0,0.0,False
toy_larger_clifford_heavy,89,B,0,1,30,30,1.0,0.0,False
toy_larger_clifford_heavy,90,B,0,1,30,30,1.0,0.0,False
toy_medium_diverse,0,B,0,1,30,30,1.0,0.0,False
toy_medium_diverse,1,B,0,1,30,30,1.0,0.0,False
toy_medium_diverse,2,B,0,1,30,30,1.0,0.0,False
toy_medium_diverse,3,B,0,1,30,30,1.0,0.0,False
toy_medium_diverse,4,X,0,3,30,25,0.8333,0.5556,True
toy_medium_diverse,5,Z,0,3,30,24,0.8,0.64,True
toy_medium_diverse,6,Z,1/4,2,30,15,0.5,1.0,True
toy_medium_diverse,7,X,0,3,30,9,0.3,0.84,True
toy_medium_diverse,8,Z,0,3,30,4,0.1333,0.4622,True
toy_medium_diverse,9,X,1/2,2,30,0,0.0,0.0,False
toy_medium_diverse,10,X,1/2,2,30,0,0.0,0.0,False
toy_medium_diverse,11,X,0,3,30,13,0.4333,0.9822,True
toy_medium_diverse,12,Z,0,3,30,2,0.0667,0.2489,False
toy_medium_diverse,13,X,0,3,30,7,0.2333,0.7156,True
toy_medium_diverse,14,Z,0,3,30,1,0.0333,0.1289,False
toy_medium_diverse,15,X,0,3,30,6,0.2,0.64,True
toy_medium_diverse,16,Z,0,3,30,1,0.0333,0.1289,False
toy_medium_diverse,17,X,0,3,30,0,0.0,0.0,False
toy_medium_diverse,18,Z,0,3,30,0,0.0,0.0,False
toy_medium_diverse,19,X,0,3,30,0,0.0,0.0,False
toy_medium_diverse,20,Z,0,3,30,0,0.0,0.0,False
toy_medium_diverse,21,X,0,3,30,4,0.1333,0.4622,True
toy_medium_diverse,22,Z,0,3,30,13,0.4333,0.9822,True
toy_medium_diverse,23,Z,1/4,2,30,0,0.0,0.0,False
toy_medium_diverse,24,Z,1/4,2,30,0,0.0,0.0,False
toy_medium_diverse,25,Z,1/4,2,30,17,0.5667,0.9822,True
toy_medium_diverse,26,X,0,3,30,7,0.2333,0.7156,True
toy_medium_diverse,27,Z,0,3,30,1,0.0333,0.1289,False
toy_medium_diverse,28,X,0,3,30,0,0.0,0.0,False
toy_medium_diverse,29,Z,0,3,30,0,0.0,0.0,False
toy_medium_diverse,30,Z,1/4,2,30,2,0.0667,0.2489,False
toy_medium_diverse,31,Z,1/4,2,30,10,0.3333,0.8889,True
toy_medium_diverse,32,X,0,3,30,3,0.1,0.36,True
toy_medium_diverse,33,Z,0,3,30,0,0.0,0.0,False
toy_medium_diverse,34,X,1/2,2,30,0,0.0,0.0,False
toy_medium_diverse,35,Z,1/4,2,30,26,0.8667,0.4622,True
toy_medium_diverse,36,X,1/2,2,30,0,0.0,0.0,False
toy_medium_diverse,37,X,1/2,2,30,0,0.0,0.0,False
toy_medium_diverse,38,X,0,3,30,1,0.0333,0.1289,False
toy_medium_diverse,39,Z,0,3,30,0,0.0,0.0,False
toy_medium_diverse,40,X,1/2,2,30,0,0.0,0.0,False
toy_medium_diverse,41,Z,1/2,2,30,18,0.6,0.96,True
toy_medium_diverse,42,X,0,3,30,2,0.0667,0.2489,False
toy_medium_diverse,43,Z,0,3,30,9,0.3,0.84,True
toy_medium_diverse,44,Z,1/4,2,30,2,0.0667,0.2489,False
toy_medium_diverse,45,Z,1/4,2,30,6,0.2,0.64,True
toy_medium_diverse,46,Z,1/4,2,30,0,0.0,0.0,False
toy_medium_diverse,47,Z,1/2,2,30,3,0.1,0.36,True
toy_medium_diverse,48,X,0,3,30,15,0.5,1.0,True
toy_medium_diverse,49,Z,0,3,30,26,0.8667,0.4622,True
toy_medium_diverse,50,X,0,3,30,5,0.1667,0.5556,True
toy_medium_diverse,51,Z,0,3,30,0,0.0,0.0,False
toy_medium_diverse,52,Z,1/4,2,30,0,0.0,0.0,False
toy_medium_diverse,53,Z,1/4,2,30,0,0.0,0.0,False
toy_medium_diverse,54,X,1/2,2,30,0,0.0,0.0,False
toy_medium_diverse,55,X,0,3,30,2,0.0667,0.2489,False
toy_medium_diverse,56,Z,0,3,30,10,0.3333,0.8889,True
toy_medium_diverse,57,Z,1/4,2,30,0,0.0,0.0,False
toy_medium_diverse,58,X,0,3,30,0,0.0,0.0,False
toy_medium_diverse,59,Z,0,3,30,30,1.0,0.0,False
toy_medium_diverse,60,X,0,3,30,30,1.0,0.0,False
toy_medium_diverse,61,Z,0,3,30,0,0.0,0.0,False
toy_medium_diverse,62,B,0,1,30,30,1.0,0.0,False
toy_medium_diverse,63,B,0,1,30,30,1.0,0.0,False
toy_medium_diverse,64,B,0,1,30,30,1.0,0.0,False
toy_medium_diverse,65,B,0,1,30,30,1.0,0.0,False
toy_small_dense,0,B,0,1,30,30,1.0,0.0,False
toy_small_dense,1,B,0,1,30,30,1.0,0.0,False
toy_small_dense,2,B,0,1,30,30,1.0,0.0,False
toy_small_dense,3,Z,1/4,2,30,8,0.2667,0.7822,True
toy_small_dense,4,Z,1/4,2,30,18,0.6,0.96,True
toy_small_dense,5,X,0,3,30,13,0.4333,0.9822,True
toy_small_dense,6,Z,0,3,30,12,0.4,0.96,True
toy_small_dense,7,X,0,3,30,0,0.0,0.0,False
toy_small_dense,8,Z,0,3,30,8,0.2667,0.7822,True
toy_small_dense,9,Z,1/4,2,30,0,0.0,0.0,False
toy_small_dense,10,Z,1/2,2,30,0,0.0,0.0,False
toy_small_dense,11,X,1/2,2,30,0,0.0,0.0,False
toy_small_dense,12,X,0,3,30,0,0.0,0.0,False
toy_small_dense,13,Z,0,3,30,1,0.0333,0.1289,False
toy_small_dense,14,X,0,3,30,0,0.0,0.0,False
toy_small_dense,15,Z,0,3,30,0,0.0,0.0,False
toy_small_dense,16,Z,1/4,2,30,1,0.0333,0.1289,False
toy_small_dense,17,Z,1/4,2,30,20,0.6667,0.8889,True
toy_small_dense,18,X,1/2,2,30,0,0.0,0.0,False
toy_small_dense,19,X,0,3,30,13,0.4333,0.9822,True
toy_small_dense,20,Z,0,3,30,4,0.1333,0.4622,True
toy_small_dense,21,X,0,3,30,0,0.0,0.0,False
toy_small_dense,22,Z,0,3,30,19,0.6333,0.9289,True
toy_small_dense,23,Z,1/4,2,30,0,0.0,0.0,False
toy_small_dense,24,Z,1/4,2,30,1,0.0333,0.1289,False
toy_small_dense,25,X,0,3,30,12,0.4,0.96,True
toy_small_dense,26,Z,0,3,30,0,0.0,0.0,False
toy_small_dense,27,X,0,3,30,7,0.2333,0.7156,True
toy_small_dense,28,Z,0,3,30,12,0.4,0.96,True
toy_small_dense,29,Z,1/4,2,30,1,0.0333,0.1289,False
toy_small_dense,30,X,0,3,30,6,0.2,0.64,True
toy_small_dense,31,Z,0,3,30,1,0.0333,0.1289,False
toy_small_dense,32,X,0,3,30,7,0.2333,0.7156,True
toy_small_dense,33,Z,0,3,30,0,0.0,0.0,False
toy_small_dense,34,X,1/2,2,30,0,0.0,0.0,False
toy_small_dense,35,Z,1/4,2,30,19,0.6333,0.9289,True
toy_small_dense,36,X,1/2,2,30,30,1.0,0.0,False
toy_small_dense,37,X,0,3,30,0,0.0,0.0,False
toy_small_dense,38,Z,0,3,30,28,0.9333,0.2489,False
toy_small_dense,39,B,0,1,30,30,1.0,0.0,False
toy_small_dense,40,B,0,1,30,30,1.0,0.0,False
toy_small_dense,41,B,0,1,30,30,1.0,0.0,False
